model,lambda,sum_to_one_constraint,positive_weights_constraint,feature_name,feature_type,donor_name,weight,abs_weight,abs_weight_share,abs_weight_rank
SCM,0.01,True,False,netconsumption_157,current_donor,netconsumption_157,0.11717489796206237,0.11717489796206237,0.026584399473371215,1
SCM,0.01,True,False,netconsumption_75,current_donor,netconsumption_75,0.09495046817515806,0.09495046817515806,0.02154216662487968,2
SCM,0.01,True,False,netconsumption_282,current_donor,netconsumption_282,0.07716398306314431,0.07716398306314431,0.01750680552221386,3
SCM,0.01,True,False,netconsumption_81,current_donor,netconsumption_81,0.053214326369547926,0.053214326369547926,0.012073156747040145,4
SCM,0.01,True,False,netconsumption_170,current_donor,netconsumption_170,-0.0475545890864808,0.0475545890864808,0.010789087211122105,5
SCM,0.01,True,False,netconsumption_141,current_donor,netconsumption_141,0.04447000124836631,0.04447000124836631,0.01008926227655559,6
SCM,0.01,True,False,netconsumption_239,current_donor,netconsumption_239,0.04361892528604905,0.04361892528604905,0.009896171915412274,7
SCM,0.01,True,False,netconsumption_204,current_donor,netconsumption_204,0.03972808729693078,0.03972808729693078,0.009013426607433619,8
SCM,0.01,True,False,netconsumption_76,current_donor,netconsumption_76,-0.039427583756666884,0.039427583756666884,0.008945248983245507,9
SCM,0.01,True,False,netconsumption_95,current_donor,netconsumption_95,0.03934564631773618,0.03934564631773618,0.008926659185889217,10
SCM,0.01,True,False,netconsumption_115,current_donor,netconsumption_115,0.038484663760051774,0.038484663760051774,0.008731321236796248,11
SCM,0.01,True,False,netconsumption_67,current_donor,netconsumption_67,0.03815732009302408,0.03815732009302408,0.008657054179937706,12
SCM,0.01,True,False,netconsumption_193,current_donor,netconsumption_193,0.03791207464479385,0.03791207464479385,0.008601413397840423,13
SCM,0.01,True,False,netconsumption_15,current_donor,netconsumption_15,-0.035016979619331146,0.035016979619331146,0.007944580202259667,14
SCM,0.01,True,False,netconsumption_230,current_donor,netconsumption_230,-0.032850664649707095,0.032850664649707095,0.007453091124485726,15
SCM,0.01,True,False,netconsumption_43,current_donor,netconsumption_43,0.03281088761886242,0.03281088761886242,0.007444066593667001,16
SCM,0.01,True,False,netconsumption_83,current_donor,netconsumption_83,0.03256803001001174,0.03256803001001174,0.007388967559649285,17
